鈴木大介八段 vs
 2:23:51 うお
 2:23:53 あーあー
 2:23:54 そっち
 2:23:55 ふっ
 2:23:55 今迷ったな
 2:23:55 うひょーーーーーーーーーーーーー
 2:23:56 47ですか・・・
 2:23:59 これは
 2:23:59 ひょー
 2:23:59 大丈夫かな
 2:24:00 あれれ？おかしいですよ
 2:24:02 クリックミスかな
 2:24:03 やっちゃった？
 2:24:04 おもそう
 2:24:04 これは…
 2:24:10 あと何分？
 2:24:14 おわた
 2:24:16 迷ってたね
 2:24:19 48に金を打とうというのか
 2:24:19 ポナは・・・
 2:24:22 割れそう
 2:24:25 駒音
 2:24:25 しなった！
 2:24:27 絶好
 2:24:28 これ手順に角が効いてきたりしない？
 2:24:28 ここで戻すしかない
 2:24:32 これどうすんだ
 2:24:33 ここで手を戻すか
 2:24:35 歩ぎれ
 2:24:37 きょきょきょ
 2:24:39 そして成捨て
 2:24:42 ライン復活
 2:24:42 ひらがなが落ちてる
 2:24:44 戻すしかないでしょこれ
 2:24:47 フギーレJIMEI
 2:24:48 ここで戻す？
 2:24:49 これはわからなくなってきたぞ
 2:24:56 あれれ？
 2:24:59 人間の勝負だ
 2:24:59 反省くる？
 2:25:00 迷ってるなｗ
 2:25:00 大ちゃんやる気出てきた？
 2:25:04 いい方って間違えやすい気がする
 2:25:16 大ちゃん盤近いｗ
 2:25:18 ほえ
 2:25:19 こわい
 2:25:20 おもしろい！
 2:25:20 ひゅー
 2:25:24 うひょーーーーーーーーーーーーーーーー
 2:25:28 屋根裏部屋
 2:25:29 やねうら
 2:25:34 やねうら王
 2:25:35 シャッって滑らせた
 2:25:36 分からなくなってきた
 2:25:36 大ちゃんと金突っ込め
 2:25:42 今のかっけー
 2:25:45 さんにーと
 2:25:45 今の指し方、かっこよかった
 2:25:48 金もったいない
 2:25:50 おもろいな
 2:25:53 やったか
 2:25:56 うわ
 2:25:58 ん！？
 2:26:07 わろたｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
 2:26:08 根性の歩
 2:26:08 うっぴょっぴょー
 2:26:10 底ポーン
 2:26:10 ひー
 2:26:10 りゅりゅりゅりゅう！？
 2:26:10 お風呂食べて夕飯入ってきた。今どうなってる？
 2:26:11 りゅう、りゅう
 2:26:11 金取れよｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
 2:26:14 渋谷の将棋指し
 2:26:16 辛くない?
 2:26:16 すごいな
 2:26:18 むう!?
 2:26:25 飛車の道路ができたようなもん
 2:26:27 底ポーンポーン
 2:26:42 いつぞやのＮＨＫの谷川羽生戦を思い出した
 2:26:44 なにはともあれと金を払え
 2:26:49 1分でこれは
 2:26:53 迷淡路
 2:26:56 あら
 2:26:59 どういうこっちゃ
 2:27:01 わろたｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
 2:27:02 あれれ？
 2:27:04 (-人-)ﾅﾘｽﾃｰ
 2:27:06 滝川ナリステル
 2:27:14 ここは検討課題か
 2:27:43 感想戦乱入のネタができましたね
 2:27:56 凄い盤面だな
 2:27:58 槍の護衛
 2:28:05 一秒も与えない
 2:28:06 はえーよｗｗ
 2:28:08 がんばろう大介
 2:28:10 歩無双
 2:28:15 勝負術
 2:28:17 99に日焼けがあるな
 2:28:18 歩ガード
 2:28:20 バリア
 2:28:26 歩囲い
 2:28:27 おしんです
 2:28:29 こういう勝負師大好き
 2:28:31 と金取っちゃえよ
 2:28:31 今のは、チェスクロックとかいう問題じゃなく、気合だな
 2:28:48 ひゃー
 2:28:49 と金を消せばOK
 2:28:51 ﾌｫｵｵｵ
 2:28:51 うほお
 2:28:52 ほえぇぇぇぇ
 2:28:52 やったか！？
 2:28:53 わろたｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
 2:28:54 これはｗｗｗ
 2:28:55 ひょえーーーー
 2:28:55 うわ
 2:29:00 大ちゃんやったな
 2:29:02 だから戻すのか
 2:29:03 ぐいぐい
 2:29:03 キリスト時代に
 2:29:04 ここでかー
 2:29:04 早いですねぇ
 2:29:06 手がぶつかりそうなｗ
 2:29:06 ｗｗ
 2:29:07 なにがいけなかった
 2:29:07 うっそー
 2:29:08 ｗｗ
 2:29:08 ほんと、大介は泥仕合得意だなあ
 2:29:11 まあここまで進めばって局面だが
 2:29:11 はえーｗｗｗｗｗｗｗｗｗｗｗ
 2:29:12 いいねぇ
 2:29:12 しなった
 2:29:13 駒割れるｗｗ
 2:29:14 大ちゃんの豪腕キター
 2:29:20 このしなりｗ
 2:29:21 鈴木先生らしいｗｗ
 2:29:22 10代か
 2:29:23 とりあえずしのいだか、って感じだｗ
 2:29:24 大介応援が5０パーセントだったよな
 2:29:24 覚醒大介
 2:29:24 123かｗｗｗｗ
 2:29:29 元々悪かったからな
 2:29:30 バチバチしてるぜ
 2:29:30 鈴木八段かっこいいわ
 2:29:34 開き直ってそう
 2:29:37 ひふみん
 2:29:38 少年漫画のような展開
 2:29:40 勝武術ってやつか
 2:29:44 ダイブ！
 2:29:44 そうそう
 2:29:46 面白すぎる
 2:29:50 大介まだ9分ある
 2:29:54 ハチワンはよ
 2:29:55 村山が気圧されてきた
 2:29:59 泥仕合は大ちゃんの土俵
 2:30:02 復活の大介！
 2:30:02 評価地値は？
 2:30:03 そっちなんだ
 2:30:05 たまらんね
 2:30:06 ﾄﾙｼｶﾅｲ
 2:30:14 ここだな
 2:30:14 さっ
 2:30:15 さ！
 2:30:18 さあぁ
 2:30:20 今の越えは
 2:30:30 さー　卓球みたい
 2:30:35 泥沼流炸裂だわ
 2:30:36 24行ってみたいね
 2:30:38 はて
 2:30:48 ここでの評価だとどうなの？
 2:30:49 あそこでと金を払えるのが
 2:30:52 自虐くん
 2:31:02 123
 2:31:03 塚田正っ夫
 2:31:03 ロフトが
 2:31:18 やねうらが
 2:31:24 いつのまにか9時
 2:31:37 終局は深夜A時
 2:31:42 人間辛抱だ
 2:31:56 コメントと喋りが一致してびっくりした・・・
 2:31:57 手ないな
 2:32:12 55の金を活用したい
 2:32:25 めっちゃ読み入れてる
 2:32:28 やっぱり熊が強いのか
 2:32:30 思った
 2:32:32 そっちか
 2:32:36 そっちか
 2:32:42 45ですか
 2:32:45 角も飛車も
 2:32:48 大駒を通したか
 2:32:51 55
 2:33:31 早いｗｗｗ
 2:33:31 すぐに香車
 2:33:32 なんだその手付き
 2:33:33 はー・・・
 2:33:35 底槍
 2:33:45 裏道にフタされた
 2:33:47 香をペタっと貼った
 2:33:50 石の矢じり
 2:33:54 マッハ
 2:33:55 そりゃ読んでたら早いわ
 2:34:06 でもあるのかな
 2:34:28 ほー
 2:34:29 そっち
 2:34:29 へー
 2:34:34 へー
 2:34:35 へー
 2:34:35 おこ？
 2:34:40 67じゃないんだ
 2:34:41 握手っぽい
 2:34:47 守る気マンマン
 2:34:48 手番わたすだけやん
 2:34:48 ﾄﾙｼｶﾅｲ
 2:34:50 飛車成れちゃうけども
 2:34:56 あれあれ？おかしいですよ？
 2:35:00 銀とっちゃえ
 2:35:00 間に合わないだろｗｗｗｗｗｗｗｗｗ
 2:35:05 このと金が間に合うのか
 2:35:06 焦らないのが大事なんだなあ
 2:35:11 ビシ！！返しｗｗ
 2:35:13 と金遠そう
 2:35:20 何手までいくんだ
 2:35:20 保険かけた手かな
 2:35:26 金が出るのは？
 2:35:28 遠山のと金さん
 2:35:37 何かの時の決め手に
 2:35:48 遊び人のと金か
 2:36:00 あれれ
 2:36:07 へえ
 2:36:53 ｸﾞｲｸﾞｲ
 2:36:53 熊はこっから強い
 2:36:54 震度2
 2:36:57 もう1枚駒がはがれていればねえ
 2:37:02 トイレ行きたいのかな
 2:37:02 66の桂がうるさいなあ
 2:37:11 ベスト4入りはさすがに大変だ
 2:37:14 大介の解説で楽しませてもらったから、大介行けるとこまで応援したい。
 2:37:33 ちょっと力なかった？
 2:37:39 ジメイ凄いなあ
 2:37:56 多分違う
 2:38:02 先ちゃん「」
 2:38:09 うまくつかめない
 2:38:22 急所なのか
 2:39:05 はい
 2:39:05 きた
 2:39:08 ジメイも見えてる
 2:39:09 きたーーーーーーーーーーー
 2:39:10 ふいー
 2:39:36 これもまたきびしい
 2:39:42 もう過去形か
 2:39:56 「いーやキッツいなー」
 2:39:56 開いてすぐ閉じる
 2:40:03 ヒャー
 2:40:05 これは、本音だね
 2:40:08 思い出を作ろう
 2:40:08 叡王戦のジメイは強いなぁ
 2:40:16 村山叡王あるで
 2:40:23 お銀
 2:40:25 つらい
 2:40:51 うわ
 2:40:53 金がほしい
 2:40:54 金があれば
 2:41:08 村島叡王
 2:41:15 銀「ボクじゃ駄目ですか？
 2:41:19 へえ
 2:41:19 ああ・・・
 2:41:22 いてて
 2:41:24 お金がほしい
 2:41:27 これは・・・
 2:41:43 これは村山の会心譜だな
 2:41:45 おじ保険
 2:41:51 いじめ流
 2:41:52 金邪魔やねん。。。
 2:41:56 細かくていい手だなあ
 2:41:56 正座になっちゃった・・
 2:42:01 間に合うのかすごいな
 2:42:03 駒がごちゃごちゃして、全然わからない
 2:42:07 と金の遅速
 2:42:09 心を折りにいく
 2:42:15 こんな強かったっけ？
 2:42:41 と金は金ですしねぇ
 2:42:41 じめいがまた力強くなってきた
 2:42:46 いよいよやばくなってきた
 2:43:00 まむしか
 2:43:05 58までくるのか
 2:43:11 まぎれを潰す
 2:43:17 これ何囲い？
 2:43:28 48のなり捨てがいい手だった
 2:43:32 うう
 2:43:35 24も突けてないし
 2:43:35 ああ
 2:43:36 あかん
 2:43:46 着実ですな
 2:43:47 全部使えてる
 2:43:51 桂も使えてくるのですね
 2:43:52 絶好すぎるな　桂成
 2:43:52 すべてが決まってるイメージだ
 2:43:53 味良過ぎ道夫
 2:43:54 けいなりか
 2:43:57 頭抱えてたｗ
 2:43:57 駒がどんどん生きてくる
 2:43:58 棟梁来るか
 2:43:59 対面座位
 2:44:00 鬼のごとし
 2:44:01 子供なら泣く
 2:44:02 羽生みたい
 2:44:03 がっくし大ちゃん
 2:44:06 全軍躍動
 2:44:12 味美陽一
 2:44:13 島なら家で寝てる
 2:44:15 おわた
 2:44:16 うますぎ
 2:44:16 この桂馬大活躍だったな
 2:44:23 桂成りとか指がしなりそう
 2:44:25 桂馬がここまで活躍するとは
 2:44:28 香車「…」
 2:44:29 と金の暴力
 2:44:34 これはつらい
 2:44:39 エーちゃんに勝って叡王に
 2:44:39 いや一人サボってるで
 2:44:42 島なら家で風呂食ってる
 2:44:44 じめいつおすぎぃ
 2:44:45 心が。。。
 2:44:48 これは心折れる
 2:44:49 圧力がひどい
 2:44:50 少し前まで81にいた桂がもう成りましたね
 2:44:53 もう、風呂食っていいよ
 2:44:55 オーストラリアの首都だわ
 2:44:57 心が折れるな
 2:45:00 じめいやりやがったぜ
 2:45:05 キャンベル・・・？
 2:45:09 じゃあ俺左桂
 2:45:11 あ、キャンベラ
 2:45:17 大介折れたか
 2:45:18 思い出不成
 2:45:20 カナダでしょ
 2:45:22 角不成りでじめいフリーズだな
 2:45:23 スリジャヤワルダナプラコッテ？
 2:45:25 ワンチャンスあったけどひよったよね
 2:45:34 スリランカな
 2:45:41 諦めムードが
 2:45:43 リップあるで
 2:45:43 そういえば、今日も99地点に香車の跡がくっきりしてるね
 2:45:46 スリジャヤワルダナプラコッテ
 2:45:50 日本の首都？
 2:45:51 あ、フガニスタン
 2:45:56 大介は反省中か
 2:45:57 大阪
 2:45:58 震度3
 2:45:59 あぴーる
 2:46:00 千葉滋賀佐賀
 2:46:01 反省タイム
 2:46:02 ＴＯＲＹＯ
 2:46:02 こういう姿って、棋譜からじゃわからなかったから貴重
 2:46:03 三浦ばりの45度
 2:46:04 先にレインボー行ってるね
 2:46:06 もう、読んでなさそう
 2:46:14 感想で何喋るか考えてるな
 2:46:15 反省タイム
 2:46:15 反省モードやね
 2:46:16 今夜の大介は静かだろうな
 2:46:20 ああ・・・
 2:46:24 噛んでないよ
 2:46:24 噛んだ
 2:46:24 せやかて工藤
 2:46:28 これはもうあかん
 2:46:28 うなずく
 2:46:30 記録がんばれー
 2:46:32 喉大丈夫？w
 2:46:32 棋譜を思い返してるな
 2:46:33 無念
 2:46:33 大盤解説場へどうぞ
 2:46:35 もう読んでないな
 2:46:37 途中盛り上がったなー
 2:46:42 大介あかんか
 2:46:44 オタワｗｗｗｗｗｗｗｗｗｗｗｗ
 2:46:46 おわっちゃうかな・・・
 2:46:53 末期の水
 2:46:54 村や?ストップ
 2:46:55 この水は
 2:46:57 水飲んだ
 2:46:57 飲んでからの
 2:46:57 一人反省タイム
 2:46:58 悔しそうだね
 2:46:59 反省中
 2:46:59 反省中
 2:47:01 水飲んだな
 2:47:01 魂はもう呑んでる
 2:47:01 リップ
 2:47:02 飲んじゃった
 2:47:03 頑張ったけどなあ
 2:47:05 もうボヤいてるか
 2:47:06 水
 2:47:08 自問自答
 2:47:11 死語の水か
 2:47:14 おつ
 2:47:18 The
 2:47:19 うーぬ
 2:47:19 ｵﾂｶﾚちゃーん
 2:47:20 慈明つよいわ
 2:47:21 潔い決断だな
 2:47:25 いやー
 2:47:29 強いな～
 2:47:35 勝利の記者会見やるんか
 2:47:37 どっちも見せ場あったなあ
 2:47:38 面白かった
 2:47:42 悔しそう
 2:47:48 勝利の謝罪会見
 2:47:51 この後楽しく喋ってくれそうな大介
 2:47:54 根性見届けた！！！！
 2:47:54 大ちゃんの魅せる将棋よかった
 2:48:01 これはえいちゃんとの対局も忘れますわ
 2:48:10 うごいてへん・・・
 2:48:14 おい
 2:48:16 あれ
 2:48:17 動いてません
 2:48:17 あれれ・・
 2:48:17 動いてない
 2:48:19 あれ？
 2:48:20 あれ
 2:48:20 うごけうごけうごけ
 2:48:21 みえてないです
 2:48:22 フリーズ
 2:48:23 動いてないよ
 2:48:25 動いてないお
 2:48:25 ｗｗｗｗｗｗｗｗｗｗｗｗｗ
 2:48:26 見えてないです～
 2:48:26 電王盤が動いてないよ！
 2:48:26 心の目で観よう
 2:48:26 フリーズｗｗ
 2:48:27 画面で動いてないよ
 2:48:27 動いていない……
 2:48:28 フリーズ
 2:48:28 おかしいですよ
 2:48:28 放送画面では動いてないです
 2:48:28 盤どうした？
 2:48:29 なぜ動かん！
 2:48:31 動いてない
 2:48:32 すやぁ
 2:48:32 画面が
 2:48:35 あれれ？
 2:48:38 いまのなんでだ
 2:48:38 一手戻さないといかんでないの？
 2:48:39 変な画面出た
 2:48:40 これはこれで、どういう画なのか・・・
 2:48:44 大盤緊急登板あるで！
 2:48:45 どうした電脳盤なぜ動かん
 2:48:48 こわした～
 2:48:52 たぶん貞升ちゃんの画面が写ってたんだろ
 2:48:54 大盤「ｶﾞﾀｯ」
 2:49:01 えーじくんがーこーわしたー
 2:49:10 ε≡≡ﾍ(
 2:49:15 手元にマグネットで「小盤」作ったら？
 2:49:17 と金で切り込むタイミングあったのかどうか
 2:49:17 乱入そろ～
 2:49:18 和解の握手を
 2:49:19 三浦のせいだったのかどうか
 2:49:20 14
 2:49:21 メモ
 2:49:24 この対局も忘れそうですか？
 2:49:31 メモ
 2:49:39 ないよ
 2:49:42 兄弟子について
 2:49:51 叡王戦どうだったか
 2:49:54 一番尊敬している兄弟子
 2:49:56 飯島戦の感想
 2:49:56 ｗｗｗ
 2:49:56 あにでしｗ
 2:50:00 ｗｗｗ
 2:50:01 康介の話はええねんｗ
 2:50:05 兄弟子ｗ
 2:50:07 いってらっしゃーい
 2:50:07 いってらー
 2:50:07 よろしくお願いしますっ！
 2:50:08 わんこそば
 2:50:10 おなしゃーす
 2:50:11 兄弟子（弟弟子）
 2:50:12 大食いバトルの話
 2:50:16 お願いします
 2:50:20 ざわ・・・
 2:50:26 「飯島さん、解説どうなりました？」
 2:50:27 ニヤニヤ
 2:50:30 鈴木先生悔しそうやなぁ
 2:50:32 どっちかったの？
 2:50:34 フスマを「スターン！」って開けてほしいね
 2:50:36 じめい「飯島先生今日は何しにいらしたんですか？」
 2:50:40 ご対面～
 2:50:40 本当に反省してるか
 2:50:43 乱☆入
 2:50:47 ？？？「あれ飯島さん、今日はどうしたんですか？」
 2:50:47 ざわ・・
 2:50:47 一触即発
 2:50:49 どすどすどす「女将はどこだぁ
 2:50:52 和解の握手をしてほしい
 2:50:52 記録係やで
 2:50:52 ガラッ！
 2:50:59 記録くん背が大きい
 2:50:59 A時
 2:51:01 乱闘あるで
 2:51:04 ジメイ「栄治さん、AO戦どうでした？」
 2:51:13 ここかあ
 2:51:14 視界に入ります
 2:51:16 じめい嬉しい勝利だなぁ
 2:51:20 なってへんなってへん
 2:51:23 大介の場数が違うｗｗｗ
 2:51:28 快勝譜
 2:51:40 いい将棋でした
 2:51:51 ハキハキした良い感想戦
 2:52:05 大介の将棋面白いね
 2:52:07 興奮して観戦しました
